"Time (CET/CEST)","BZN|SE2 > BZN|NO3 [MW]","BZN|NO3 > BZN|SE2 [MW]"
"05.01.2017 11:00 - 05.01.2017 12:00","0","291"
"05.01.2017 12:00 - 05.01.2017 13:00","0","268"
"05.01.2017 13:00 - 05.01.2017 14:00","0","268"
"05.01.2017 14:00 - 05.01.2017 15:00","0","327"
"05.01.2017 15:00 - 05.01.2017 16:00","0","291"
"05.01.2017 16:00 - 05.01.2017 17:00","0","247"
"05.01.2017 17:00 - 05.01.2017 18:00","0","242"
"05.01.2017 18:00 - 05.01.2017 19:00","0","299"
"05.01.2017 19:00 - 05.01.2017 20:00","0","316"
"05.01.2017 20:00 - 05.01.2017 21:00","0","358"
"05.01.2017 21:00 - 05.01.2017 22:00","0","351"
"05.01.2017 22:00 - 05.01.2017 23:00","0","344"
"05.01.2017 23:00 - 06.01.2017 00:00","0","315"
"06.01.2017 00:00 - 06.01.2017 01:00","0","431"
"06.01.2017 01:00 - 06.01.2017 02:00","0","467"
"06.01.2017 02:00 - 06.01.2017 03:00","0","456"
"06.01.2017 03:00 - 06.01.2017 04:00","0","387"
"06.01.2017 04:00 - 06.01.2017 05:00","0","362"
"06.01.2017 05:00 - 06.01.2017 06:00","0","358"
"06.01.2017 06:00 - 06.01.2017 07:00","0","349"
"06.01.2017 07:00 - 06.01.2017 08:00","0","219"
"06.01.2017 08:00 - 06.01.2017 09:00","0","133"
"06.01.2017 09:00 - 06.01.2017 10:00","0","133"
"06.01.2017 10:00 - 06.01.2017 11:00","0","183"
"06.01.2017 11:00 - 06.01.2017 12:00","0","141"
"06.01.2017 12:00 - 06.01.2017 13:00","0","116"
"06.01.2017 13:00 - 06.01.2017 14:00","0","116"
"06.01.2017 14:00 - 06.01.2017 15:00","0","149"
"06.01.2017 15:00 - 06.01.2017 16:00","0","223"
"06.01.2017 16:00 - 06.01.2017 17:00","0","260"
"06.01.2017 17:00 - 06.01.2017 18:00","0","296"
"06.01.2017 18:00 - 06.01.2017 19:00","0","309"
"06.01.2017 19:00 - 06.01.2017 20:00","0","264"
"06.01.2017 20:00 - 06.01.2017 21:00","0","309"
"06.01.2017 21:00 - 06.01.2017 22:00","0","256"
"06.01.2017 22:00 - 06.01.2017 23:00","0","309"
"06.01.2017 23:00 - 07.01.2017 00:00","0","196"
"07.01.2017 00:00 - 07.01.2017 01:00","0","212"
"07.01.2017 01:00 - 07.01.2017 02:00","0","190"
"07.01.2017 02:00 - 07.01.2017 03:00","0","131"
"07.01.2017 03:00 - 07.01.2017 04:00","0","83"
"07.01.2017 04:00 - 07.01.2017 05:00","0","91"
"07.01.2017 05:00 - 07.01.2017 06:00","0","163"
"07.01.2017 06:00 - 07.01.2017 07:00","0","150"
"07.01.2017 07:00 - 07.01.2017 08:00","0","206"
"07.01.2017 08:00 - 07.01.2017 09:00","0","267"
"07.01.2017 09:00 - 07.01.2017 10:00","0","357"
"07.01.2017 10:00 - 07.01.2017 11:00","0","316"
"07.01.2017 11:00 - 07.01.2017 12:00","0","270"
"07.01.2017 12:00 - 07.01.2017 13:00","0","283"
"07.01.2017 13:00 - 07.01.2017 14:00","0","255"
"07.01.2017 14:00 - 07.01.2017 15:00","0","249"
"07.01.2017 15:00 - 07.01.2017 16:00","0","324"
"07.01.2017 16:00 - 07.01.2017 17:00","0","315"
"07.01.2017 17:00 - 07.01.2017 18:00","0","332"
"07.01.2017 18:00 - 07.01.2017 19:00","0","313"
"07.01.2017 19:00 - 07.01.2017 20:00","0","326"
"07.01.2017 20:00 - 07.01.2017 21:00","0","386"
"07.01.2017 21:00 - 07.01.2017 22:00","0","441"
"07.01.2017 22:00 - 07.01.2017 23:00","0","442"
"07.01.2017 23:00 - 08.01.2017 00:00","0","424"
"08.01.2017 00:00 - 08.01.2017 01:00","0","448"
"08.01.2017 01:00 - 08.01.2017 02:00","0","435"
"08.01.2017 02:00 - 08.01.2017 03:00","0","396"
"08.01.2017 03:00 - 08.01.2017 04:00","0","389"
"08.01.2017 04:00 - 08.01.2017 05:00","0","398"
"08.01.2017 05:00 - 08.01.2017 06:00","0","406"
"08.01.2017 06:00 - 08.01.2017 07:00","0","353"
"08.01.2017 07:00 - 08.01.2017 08:00","0","238"
"08.01.2017 08:00 - 08.01.2017 09:00","0","291"
"08.01.2017 09:00 - 08.01.2017 10:00","0","349"
"08.01.2017 10:00 - 08.01.2017 11:00","0","404"
"08.01.2017 11:00 - 08.01.2017 12:00","0","378"
"08.01.2017 12:00 - 08.01.2017 13:00","0","368"
"08.01.2017 13:00 - 08.01.2017 14:00","0","365"
"08.01.2017 14:00 - 08.01.2017 15:00","0","367"
"08.01.2017 15:00 - 08.01.2017 16:00","0","401"
"08.01.2017 16:00 - 08.01.2017 17:00","0","415"
"08.01.2017 17:00 - 08.01.2017 18:00","0","360"
"08.01.2017 18:00 - 08.01.2017 19:00","0","337"
"08.01.2017 19:00 - 08.01.2017 20:00","0","338"
"08.01.2017 20:00 - 08.01.2017 21:00","0","319"
"08.01.2017 21:00 - 08.01.2017 22:00","0","358"
"08.01.2017 22:00 - 08.01.2017 23:00","0","313"
"08.01.2017 23:00 - 09.01.2017 00:00","0","151"
"09.01.2017 00:00 - 09.01.2017 01:00","0","169"
"09.01.2017 01:00 - 09.01.2017 02:00","0","114"
"09.01.2017 02:00 - 09.01.2017 03:00","0","86"
"09.01.2017 03:00 - 09.01.2017 04:00","0","117"
"09.01.2017 04:00 - 09.01.2017 05:00","0","223"
"09.01.2017 05:00 - 09.01.2017 06:00","0","324"
"09.01.2017 06:00 - 09.01.2017 07:00","0","264"
"09.01.2017 07:00 - 09.01.2017 08:00","0","293"
"09.01.2017 08:00 - 09.01.2017 09:00","0","264"
"09.01.2017 09:00 - 09.01.2017 10:00","0","247"
"09.01.2017 10:00 - 09.01.2017 11:00","0","289"
"09.01.2017 11:00 - 09.01.2017 12:00","0","317"
"09.01.2017 12:00 - 09.01.2017 13:00","0","309"
"09.01.2017 13:00 - 09.01.2017 14:00","0","262"
"09.01.2017 14:00 - 09.01.2017 15:00","0","265"
"09.01.2017 15:00 - 09.01.2017 16:00","0","291"
"09.01.2017 16:00 - 09.01.2017 17:00","0","254"
"09.01.2017 17:00 - 09.01.2017 18:00","0","261"
"09.01.2017 18:00 - 09.01.2017 19:00","0","296"
"09.01.2017 19:00 - 09.01.2017 20:00","0","325"
"09.01.2017 20:00 - 09.01.2017 21:00","0","245"
"09.01.2017 21:00 - 09.01.2017 22:00","0","214"
"09.01.2017 22:00 - 09.01.2017 23:00","0","90"
"09.01.2017 23:00 - 10.01.2017 00:00","35","0"
"10.01.2017 00:00 - 10.01.2017 01:00","150","0"
"10.01.2017 01:00 - 10.01.2017 02:00","225","0"
"10.01.2017 02:00 - 10.01.2017 03:00","231","0"
"10.01.2017 03:00 - 10.01.2017 04:00","223","0"
"10.01.2017 04:00 - 10.01.2017 05:00","0","49"
"10.01.2017 05:00 - 10.01.2017 06:00","0","155"
"10.01.2017 06:00 - 10.01.2017 07:00","0","233"
"10.01.2017 07:00 - 10.01.2017 08:00","0","282"
"10.01.2017 08:00 - 10.01.2017 09:00","0","343"
"10.01.2017 09:00 - 10.01.2017 10:00","0","309"
"10.01.2017 10:00 - 10.01.2017 11:00","0","360"
"10.01.2017 11:00 - 10.01.2017 12:00","0","412"
"10.01.2017 12:00 - 10.01.2017 13:00","0","405"
"10.01.2017 13:00 - 10.01.2017 14:00","0","373"
"10.01.2017 14:00 - 10.01.2017 15:00","0","392"
"10.01.2017 15:00 - 10.01.2017 16:00","0","407"
"10.01.2017 16:00 - 10.01.2017 17:00","0","380"
"10.01.2017 17:00 - 10.01.2017 18:00","0","402"
"10.01.2017 18:00 - 10.01.2017 19:00","0","354"
"10.01.2017 19:00 - 10.01.2017 20:00","0","280"
"10.01.2017 20:00 - 10.01.2017 21:00","0","139"
"10.01.2017 21:00 - 10.01.2017 22:00","0","94"
"10.01.2017 22:00 - 10.01.2017 23:00","8","0"
"10.01.2017 23:00 - 11.01.2017 00:00","110","0"
"11.01.2017 00:00 - 11.01.2017 01:00","408","0"
"11.01.2017 01:00 - 11.01.2017 02:00","619","0"
"11.01.2017 02:00 - 11.01.2017 03:00","673","0"
"11.01.2017 03:00 - 11.01.2017 04:00","679","0"
"11.01.2017 04:00 - 11.01.2017 05:00","558","0"
"11.01.2017 05:00 - 11.01.2017 06:00","242","0"
"11.01.2017 06:00 - 11.01.2017 07:00","74","0"
"11.01.2017 07:00 - 11.01.2017 08:00","0","90"
"11.01.2017 08:00 - 11.01.2017 09:00","0","86"
"11.01.2017 09:00 - 11.01.2017 10:00","0","30"
"11.01.2017 10:00 - 11.01.2017 11:00","0","62"
"11.01.2017 11:00 - 11.01.2017 12:00","0","70"
"11.01.2017 12:00 - 11.01.2017 13:00","0","74"
"11.01.2017 13:00 - 11.01.2017 14:00","0","76"
"11.01.2017 14:00 - 11.01.2017 15:00","0","123"
"11.01.2017 15:00 - 11.01.2017 16:00","0","155"
"11.01.2017 16:00 - 11.01.2017 17:00","0","172"
"11.01.2017 17:00 - 11.01.2017 18:00","0","237"
"11.01.2017 18:00 - 11.01.2017 19:00","0","237"
"11.01.2017 19:00 - 11.01.2017 20:00","0","161"
"11.01.2017 20:00 - 11.01.2017 21:00","13","0"
"11.01.2017 21:00 - 11.01.2017 22:00","127","0"
"11.01.2017 22:00 - 11.01.2017 23:00","295","0"
"11.01.2017 23:00 - 12.01.2017 00:00","489","0"
"12.01.2017 00:00 - 12.01.2017 01:00","606","0"
"12.01.2017 01:00 - 12.01.2017 02:00","570","0"
"12.01.2017 02:00 - 12.01.2017 03:00","582","0"
"12.01.2017 03:00 - 12.01.2017 04:00","558","0"
"12.01.2017 04:00 - 12.01.2017 05:00","398","0"
"12.01.2017 05:00 - 12.01.2017 06:00","212","0"
"12.01.2017 06:00 - 12.01.2017 07:00","0","3"
"12.01.2017 07:00 - 12.01.2017 08:00","0","100"
"12.01.2017 08:00 - 12.01.2017 09:00","0","50"
"12.01.2017 09:00 - 12.01.2017 10:00","0","3"
"12.01.2017 10:00 - 12.01.2017 11:00","0","16"
"12.01.2017 11:00 - 12.01.2017 12:00","0","40"
"12.01.2017 12:00 - 12.01.2017 13:00","0","56"
"12.01.2017 13:00 - 12.01.2017 14:00","0","72"
"12.01.2017 14:00 - 12.01.2017 15:00","0","100"
"12.01.2017 15:00 - 12.01.2017 16:00","0","136"
"12.01.2017 16:00 - 12.01.2017 17:00","0","230"
"12.01.2017 17:00 - 12.01.2017 18:00","0","255"
"12.01.2017 18:00 - 12.01.2017 19:00","0","230"
"12.01.2017 19:00 - 12.01.2017 20:00","0","178"
"12.01.2017 20:00 - 12.01.2017 21:00","0","112"
"12.01.2017 21:00 - 12.01.2017 22:00","0","152"
"12.01.2017 22:00 - 12.01.2017 23:00","0","78"
"12.01.2017 23:00 - 13.01.2017 00:00","0","85"
"13.01.2017 00:00 - 13.01.2017 01:00","0","86"
"13.01.2017 01:00 - 13.01.2017 02:00","0","88"
"13.01.2017 02:00 - 13.01.2017 03:00","0","66"
"13.01.2017 03:00 - 13.01.2017 04:00","0","39"
"13.01.2017 04:00 - 13.01.2017 05:00","0","114"
"13.01.2017 05:00 - 13.01.2017 06:00","0","345"
"13.01.2017 06:00 - 13.01.2017 07:00","0","349"
"13.01.2017 07:00 - 13.01.2017 08:00","0","346"
"13.01.2017 08:00 - 13.01.2017 09:00","0","252"
"13.01.2017 09:00 - 13.01.2017 10:00","0","248"
"13.01.2017 10:00 - 13.01.2017 11:00","0","283"
"13.01.2017 11:00 - 13.01.2017 12:00","0","349"
"13.01.2017 12:00 - 13.01.2017 13:00","0","347"
"13.01.2017 13:00 - 13.01.2017 14:00","0","350"
"13.01.2017 14:00 - 13.01.2017 15:00","0","385"
"13.01.2017 15:00 - 13.01.2017 16:00","0","378"
"13.01.2017 16:00 - 13.01.2017 17:00","0","348"
"13.01.2017 17:00 - 13.01.2017 18:00","0","281"
"13.01.2017 18:00 - 13.01.2017 19:00","0","285"
"13.01.2017 19:00 - 13.01.2017 20:00","0","216"
"13.01.2017 20:00 - 13.01.2017 21:00","0","230"
"13.01.2017 21:00 - 13.01.2017 22:00","0","244"
"13.01.2017 22:00 - 13.01.2017 23:00","0","254"
"13.01.2017 23:00 - 14.01.2017 00:00","0","330"
"14.01.2017 00:00 - 14.01.2017 01:00","0","273"
"14.01.2017 01:00 - 14.01.2017 02:00","0","41"
"14.01.2017 02:00 - 14.01.2017 03:00","38","0"
"14.01.2017 03:00 - 14.01.2017 04:00","119","0"
"14.01.2017 04:00 - 14.01.2017 05:00","122","0"
"14.01.2017 05:00 - 14.01.2017 06:00","19","0"
"14.01.2017 06:00 - 14.01.2017 07:00","0","121"
"14.01.2017 07:00 - 14.01.2017 08:00","0","315"
"14.01.2017 08:00 - 14.01.2017 09:00","0","354"
"14.01.2017 09:00 - 14.01.2017 10:00","0","393"
"14.01.2017 10:00 - 14.01.2017 11:00","0","369"
"14.01.2017 11:00 - 14.01.2017 12:00","0","350"
"14.01.2017 12:00 - 14.01.2017 13:00","0","337"
"14.01.2017 13:00 - 14.01.2017 14:00","0","355"
"14.01.2017 14:00 - 14.01.2017 15:00","0","299"
"14.01.2017 15:00 - 14.01.2017 16:00","0","358"
"14.01.2017 16:00 - 14.01.2017 17:00","0","389"
"14.01.2017 17:00 - 14.01.2017 18:00","0","374"
"14.01.2017 18:00 - 14.01.2017 19:00","0","327"
"14.01.2017 19:00 - 14.01.2017 20:00","0","303"
"14.01.2017 20:00 - 14.01.2017 21:00","0","263"
"14.01.2017 21:00 - 14.01.2017 22:00","0","217"
"14.01.2017 22:00 - 14.01.2017 23:00","0","204"
"14.01.2017 23:00 - 15.01.2017 00:00","0","4"
"15.01.2017 00:00 - 15.01.2017 01:00","64","0"
"15.01.2017 01:00 - 15.01.2017 02:00","149","0"
"15.01.2017 02:00 - 15.01.2017 03:00","196","0"
"15.01.2017 03:00 - 15.01.2017 04:00","208","0"
"15.01.2017 04:00 - 15.01.2017 05:00","172","0"
"15.01.2017 05:00 - 15.01.2017 06:00","23","0"
"15.01.2017 06:00 - 15.01.2017 07:00","13","0"
"15.01.2017 07:00 - 15.01.2017 08:00","0","26"
"15.01.2017 08:00 - 15.01.2017 09:00","0","175"
"15.01.2017 09:00 - 15.01.2017 10:00","0","302"
"15.01.2017 10:00 - 15.01.2017 11:00","0","263"
"15.01.2017 11:00 - 15.01.2017 12:00","0","268"
"15.01.2017 12:00 - 15.01.2017 13:00","0","261"
"15.01.2017 13:00 - 15.01.2017 14:00","0","263"
"15.01.2017 14:00 - 15.01.2017 15:00","0","250"
"15.01.2017 15:00 - 15.01.2017 16:00","0","273"
"15.01.2017 16:00 - 15.01.2017 17:00","0","234"
"15.01.2017 17:00 - 15.01.2017 18:00","0","238"
"15.01.2017 18:00 - 15.01.2017 19:00","0","195"
"15.01.2017 19:00 - 15.01.2017 20:00","0","196"
"15.01.2017 20:00 - 15.01.2017 21:00","0","212"
"15.01.2017 21:00 - 15.01.2017 22:00","0","281"
"15.01.2017 22:00 - 15.01.2017 23:00","0","256"
"15.01.2017 23:00 - 16.01.2017 00:00","0","245"
"16.01.2017 00:00 - 16.01.2017 01:00","0","165"
"16.01.2017 01:00 - 16.01.2017 02:00","0","215"
"16.01.2017 02:00 - 16.01.2017 03:00","0","227"
"16.01.2017 03:00 - 16.01.2017 04:00","0","261"
"16.01.2017 04:00 - 16.01.2017 05:00","0","364"
"16.01.2017 05:00 - 16.01.2017 06:00","0","364"
"16.01.2017 06:00 - 16.01.2017 07:00","0","342"
"16.01.2017 07:00 - 16.01.2017 08:00","0","223"
"16.01.2017 08:00 - 16.01.2017 09:00","0","155"
"16.01.2017 09:00 - 16.01.2017 10:00","0","180"
"16.01.2017 10:00 - 16.01.2017 11:00","0","208"
"16.01.2017 11:00 - 16.01.2017 12:00","0","287"
"16.01.2017 12:00 - 16.01.2017 13:00","0","279"
"16.01.2017 13:00 - 16.01.2017 14:00","0","286"
"16.01.2017 14:00 - 16.01.2017 15:00","0","284"
"16.01.2017 15:00 - 16.01.2017 16:00","0","354"
"16.01.2017 16:00 - 16.01.2017 17:00","0","227"
"16.01.2017 17:00 - 16.01.2017 18:00","0","220"
"16.01.2017 18:00 - 16.01.2017 19:00","0","210"
"16.01.2017 19:00 - 16.01.2017 20:00","0","236"
"16.01.2017 20:00 - 16.01.2017 21:00","0","251"
"16.01.2017 21:00 - 16.01.2017 22:00","0","309"
"16.01.2017 22:00 - 16.01.2017 23:00","0","322"
"16.01.2017 23:00 - 17.01.2017 00:00","0","265"
"17.01.2017 00:00 - 17.01.2017 01:00","0","337"
"17.01.2017 01:00 - 17.01.2017 02:00","0","342"
"17.01.2017 02:00 - 17.01.2017 03:00","0","305"
"17.01.2017 03:00 - 17.01.2017 04:00","0","319"
"17.01.2017 04:00 - 17.01.2017 05:00","0","354"
"17.01.2017 05:00 - 17.01.2017 06:00","0","386"
"17.01.2017 06:00 - 17.01.2017 07:00","0","367"
"17.01.2017 07:00 - 17.01.2017 08:00","0","287"
"17.01.2017 08:00 - 17.01.2017 09:00","0","231"
"17.01.2017 09:00 - 17.01.2017 10:00","0","292"
"17.01.2017 10:00 - 17.01.2017 11:00","0","305"
"17.01.2017 11:00 - 17.01.2017 12:00","0","372"
"17.01.2017 12:00 - 17.01.2017 13:00","0","357"
"17.01.2017 13:00 - 17.01.2017 14:00","0","372"
"17.01.2017 14:00 - 17.01.2017 15:00","0","370"
"17.01.2017 15:00 - 17.01.2017 16:00","0","332"
"17.01.2017 16:00 - 17.01.2017 17:00","0","337"
"17.01.2017 17:00 - 17.01.2017 18:00","0","318"
"17.01.2017 18:00 - 17.01.2017 19:00","0","270"
"17.01.2017 19:00 - 17.01.2017 20:00","0","259"
"17.01.2017 20:00 - 17.01.2017 21:00","0","243"
"17.01.2017 21:00 - 17.01.2017 22:00","0","214"
"17.01.2017 22:00 - 17.01.2017 23:00","0","146"
"17.01.2017 23:00 - 18.01.2017 00:00","0","101"
"18.01.2017 00:00 - 18.01.2017 01:00","0","176"
"18.01.2017 01:00 - 18.01.2017 02:00","0","240"
"18.01.2017 02:00 - 18.01.2017 03:00","0","282"
"18.01.2017 03:00 - 18.01.2017 04:00","0","300"
"18.01.2017 04:00 - 18.01.2017 05:00","0","343"
"18.01.2017 05:00 - 18.01.2017 06:00","0","409"
"18.01.2017 06:00 - 18.01.2017 07:00","0","402"
"18.01.2017 07:00 - 18.01.2017 08:00","0","370"
"18.01.2017 08:00 - 18.01.2017 09:00","0","297"
"18.01.2017 09:00 - 18.01.2017 10:00","0","370"
"18.01.2017 10:00 - 18.01.2017 11:00","0","406"
"18.01.2017 11:00 - 18.01.2017 12:00","0","363"
"18.01.2017 12:00 - 18.01.2017 13:00","0","362"
"18.01.2017 13:00 - 18.01.2017 14:00","0","327"
"18.01.2017 14:00 - 18.01.2017 15:00","0","315"
"18.01.2017 15:00 - 18.01.2017 16:00","0","297"
"18.01.2017 16:00 - 18.01.2017 17:00","0","325"
"18.01.2017 17:00 - 18.01.2017 18:00","0","351"
"18.01.2017 18:00 - 18.01.2017 19:00","0","302"
"18.01.2017 19:00 - 18.01.2017 20:00","0","243"
"18.01.2017 20:00 - 18.01.2017 21:00","0","100"
"18.01.2017 21:00 - 18.01.2017 22:00","0","107"
"18.01.2017 22:00 - 18.01.2017 23:00","0","39"
"18.01.2017 23:00 - 19.01.2017 00:00","0","74"
"19.01.2017 00:00 - 19.01.2017 01:00","0","110"
"19.01.2017 01:00 - 19.01.2017 02:00","0","136"
"19.01.2017 02:00 - 19.01.2017 03:00","0","137"
"19.01.2017 03:00 - 19.01.2017 04:00","0","123"
"19.01.2017 04:00 - 19.01.2017 05:00","0","177"
"19.01.2017 05:00 - 19.01.2017 06:00","0","242"
"19.01.2017 06:00 - 19.01.2017 07:00","0","286"
"19.01.2017 07:00 - 19.01.2017 08:00","0","292"
"19.01.2017 08:00 - 19.01.2017 09:00","0","329"
"19.01.2017 09:00 - 19.01.2017 10:00","0","394"
"19.01.2017 10:00 - 19.01.2017 11:00","0","380"
"19.01.2017 11:00 - 19.01.2017 12:00","0","374"
"19.01.2017 12:00 - 19.01.2017 13:00","0","355"
"19.01.2017 13:00 - 19.01.2017 14:00","0","326"
"19.01.2017 14:00 - 19.01.2017 15:00","0","344"
"19.01.2017 15:00 - 19.01.2017 16:00","0","397"
"19.01.2017 16:00 - 19.01.2017 17:00","0","345"
"19.01.2017 17:00 - 19.01.2017 18:00","0","390"
"19.01.2017 18:00 - 19.01.2017 19:00","0","382"
"19.01.2017 19:00 - 19.01.2017 20:00","0","324"
"19.01.2017 20:00 - 19.01.2017 21:00","0","232"
"19.01.2017 21:00 - 19.01.2017 22:00","0","279"
"19.01.2017 22:00 - 19.01.2017 23:00","0","237"
"19.01.2017 23:00 - 20.01.2017 00:00","0","239"
"20.01.2017 00:00 - 20.01.2017 01:00","0","146"
"20.01.2017 01:00 - 20.01.2017 02:00","0","160"
"20.01.2017 02:00 - 20.01.2017 03:00","0","162"
"20.01.2017 03:00 - 20.01.2017 04:00","0","149"
"20.01.2017 04:00 - 20.01.2017 05:00","0","189"
"20.01.2017 05:00 - 20.01.2017 06:00","0","207"
