"Time (CET/CEST)","BZN|SE2 > BZN|NO3 [MW]","BZN|NO3 > BZN|SE2 [MW]"
"29.03.2016 09:00 - 29.03.2016 10:00","245","0"
"29.03.2016 10:00 - 29.03.2016 11:00","272","0"
"29.03.2016 11:00 - 29.03.2016 12:00","371","0"
"29.03.2016 12:00 - 29.03.2016 13:00","543","0"
"29.03.2016 13:00 - 29.03.2016 14:00","577","0"
"29.03.2016 14:00 - 29.03.2016 15:00","670","0"
"29.03.2016 15:00 - 29.03.2016 16:00","717","0"
"29.03.2016 16:00 - 29.03.2016 17:00","673","0"
"29.03.2016 17:00 - 29.03.2016 18:00","399","0"
"29.03.2016 18:00 - 29.03.2016 19:00","243","0"
"29.03.2016 19:00 - 29.03.2016 20:00","200","0"
"29.03.2016 20:00 - 29.03.2016 21:00","262","0"
"29.03.2016 21:00 - 29.03.2016 22:00","313","0"
"29.03.2016 22:00 - 29.03.2016 23:00","402","0"
"29.03.2016 23:00 - 30.03.2016 00:00","414","0"
"30.03.2016 00:00 - 30.03.2016 01:00","432","0"
"30.03.2016 01:00 - 30.03.2016 02:00","430","0"
"30.03.2016 02:00 - 30.03.2016 03:00","425","0"
"30.03.2016 03:00 - 30.03.2016 04:00","474","0"
"30.03.2016 04:00 - 30.03.2016 05:00","321","0"
"30.03.2016 05:00 - 30.03.2016 06:00","88","0"
"30.03.2016 06:00 - 30.03.2016 07:00","8","0"
"30.03.2016 07:00 - 30.03.2016 08:00","0","159"
"30.03.2016 08:00 - 30.03.2016 09:00","0","138"
"30.03.2016 09:00 - 30.03.2016 10:00","0","95"
"30.03.2016 10:00 - 30.03.2016 11:00","0","35"
"30.03.2016 11:00 - 30.03.2016 12:00","34","0"
"30.03.2016 12:00 - 30.03.2016 13:00","62","0"
"30.03.2016 13:00 - 30.03.2016 14:00","113","0"
"30.03.2016 14:00 - 30.03.2016 15:00","140","0"
"30.03.2016 15:00 - 30.03.2016 16:00","146","0"
"30.03.2016 16:00 - 30.03.2016 17:00","195","0"
"30.03.2016 17:00 - 30.03.2016 18:00","43","0"
"30.03.2016 18:00 - 30.03.2016 19:00","0","30"
"30.03.2016 19:00 - 30.03.2016 20:00","0","111"
"30.03.2016 20:00 - 30.03.2016 21:00","0","38"
"30.03.2016 21:00 - 30.03.2016 22:00","46","0"
"30.03.2016 22:00 - 30.03.2016 23:00","163","0"
"30.03.2016 23:00 - 31.03.2016 00:00","234","0"
"31.03.2016 00:00 - 31.03.2016 01:00","293","0"
"31.03.2016 01:00 - 31.03.2016 02:00","301","0"
"31.03.2016 02:00 - 31.03.2016 03:00","278","0"
"31.03.2016 03:00 - 31.03.2016 04:00","256","0"
"31.03.2016 04:00 - 31.03.2016 05:00","205","0"
"31.03.2016 05:00 - 31.03.2016 06:00","10","0"
"31.03.2016 06:00 - 31.03.2016 07:00","0","164"
"31.03.2016 07:00 - 31.03.2016 08:00","0","192"
"31.03.2016 08:00 - 31.03.2016 09:00","0","149"
"31.03.2016 09:00 - 31.03.2016 10:00","0","235"
"31.03.2016 10:00 - 31.03.2016 11:00","0","220"
"31.03.2016 11:00 - 31.03.2016 12:00","0","149"
"31.03.2016 12:00 - 31.03.2016 13:00","0","31"
"31.03.2016 13:00 - 31.03.2016 14:00","50","0"
"31.03.2016 14:00 - 31.03.2016 15:00","140","0"
"31.03.2016 15:00 - 31.03.2016 16:00","224","0"
"31.03.2016 16:00 - 31.03.2016 17:00","226","0"
"31.03.2016 17:00 - 31.03.2016 18:00","220","0"
"31.03.2016 18:00 - 31.03.2016 19:00","183","0"
"31.03.2016 19:00 - 31.03.2016 20:00","152","0"
"31.03.2016 20:00 - 31.03.2016 21:00","188","0"
"31.03.2016 21:00 - 31.03.2016 22:00","181","0"
"31.03.2016 22:00 - 31.03.2016 23:00","261","0"
"31.03.2016 23:00 - 01.04.2016 00:00","399","0"
"01.04.2016 00:00 - 01.04.2016 01:00","497","0"
"01.04.2016 01:00 - 01.04.2016 02:00","490","0"
"01.04.2016 02:00 - 01.04.2016 03:00","478","0"
"01.04.2016 03:00 - 01.04.2016 04:00","512","0"
"01.04.2016 04:00 - 01.04.2016 05:00","437","0"
"01.04.2016 05:00 - 01.04.2016 06:00","225","0"
"01.04.2016 06:00 - 01.04.2016 07:00","0","40"
"01.04.2016 07:00 - 01.04.2016 08:00","0","146"
"01.04.2016 08:00 - 01.04.2016 09:00","0","112"
"01.04.2016 09:00 - 01.04.2016 10:00","0","112"
"01.04.2016 10:00 - 01.04.2016 11:00","0","144"
"01.04.2016 11:00 - 01.04.2016 12:00","0","115"
"01.04.2016 12:00 - 01.04.2016 13:00","0","94"
"01.04.2016 13:00 - 01.04.2016 14:00","0","43"
"01.04.2016 14:00 - 01.04.2016 15:00","39","0"
"01.04.2016 15:00 - 01.04.2016 16:00","100","0"
"01.04.2016 16:00 - 01.04.2016 17:00","111","0"
"01.04.2016 17:00 - 01.04.2016 18:00","17","0"
"01.04.2016 18:00 - 01.04.2016 19:00","0","18"
"01.04.2016 19:00 - 01.04.2016 20:00","0","44"
"01.04.2016 20:00 - 01.04.2016 21:00","0","39"
"01.04.2016 21:00 - 01.04.2016 22:00","87","0"
"01.04.2016 22:00 - 01.04.2016 23:00","114","0"
"01.04.2016 23:00 - 02.04.2016 00:00","265","0"
"02.04.2016 00:00 - 02.04.2016 01:00","249","0"
"02.04.2016 01:00 - 02.04.2016 02:00","310","0"
"02.04.2016 02:00 - 02.04.2016 03:00","331","0"
"02.04.2016 03:00 - 02.04.2016 04:00","536","0"
"02.04.2016 04:00 - 02.04.2016 05:00","516","0"
"02.04.2016 05:00 - 02.04.2016 06:00","458","0"
"02.04.2016 06:00 - 02.04.2016 07:00","488","0"
"02.04.2016 07:00 - 02.04.2016 08:00","386","0"
"02.04.2016 08:00 - 02.04.2016 09:00","344","0"
"02.04.2016 09:00 - 02.04.2016 10:00","337","0"
"02.04.2016 10:00 - 02.04.2016 11:00","463","0"
"02.04.2016 11:00 - 02.04.2016 12:00","599","0"
"02.04.2016 12:00 - 02.04.2016 13:00","682","0"
"02.04.2016 13:00 - 02.04.2016 14:00","725","0"
"02.04.2016 14:00 - 02.04.2016 15:00","661","0"
"02.04.2016 15:00 - 02.04.2016 16:00","665","0"
"02.04.2016 16:00 - 02.04.2016 17:00","579","0"
"02.04.2016 17:00 - 02.04.2016 18:00","295","0"
"02.04.2016 18:00 - 02.04.2016 19:00","84","0"
"02.04.2016 19:00 - 02.04.2016 20:00","82","0"
"02.04.2016 20:00 - 02.04.2016 21:00","107","0"
"02.04.2016 21:00 - 02.04.2016 22:00","108","0"
"02.04.2016 22:00 - 02.04.2016 23:00","141","0"
"02.04.2016 23:00 - 03.04.2016 00:00","211","0"
"03.04.2016 00:00 - 03.04.2016 01:00","439","0"
"03.04.2016 01:00 - 03.04.2016 02:00","609","0"
"03.04.2016 02:00 - 03.04.2016 03:00","638","0"
"03.04.2016 03:00 - 03.04.2016 04:00","631","0"
"03.04.2016 04:00 - 03.04.2016 05:00","694","0"
"03.04.2016 05:00 - 03.04.2016 06:00","662","0"
"03.04.2016 06:00 - 03.04.2016 07:00","695","0"
"03.04.2016 07:00 - 03.04.2016 08:00","692","0"
"03.04.2016 08:00 - 03.04.2016 09:00","613","0"
"03.04.2016 09:00 - 03.04.2016 10:00","538","0"
"03.04.2016 10:00 - 03.04.2016 11:00","513","0"
"03.04.2016 11:00 - 03.04.2016 12:00","534","0"
"03.04.2016 12:00 - 03.04.2016 13:00","573","0"
"03.04.2016 13:00 - 03.04.2016 14:00","580","0"
"03.04.2016 14:00 - 03.04.2016 15:00","583","0"
"03.04.2016 15:00 - 03.04.2016 16:00","551","0"
"03.04.2016 16:00 - 03.04.2016 17:00","491","0"
"03.04.2016 17:00 - 03.04.2016 18:00","420","0"
"03.04.2016 18:00 - 03.04.2016 19:00","191","0"
"03.04.2016 19:00 - 03.04.2016 20:00","32","0"
"03.04.2016 20:00 - 03.04.2016 21:00","34","0"
"03.04.2016 21:00 - 03.04.2016 22:00","113","0"
"03.04.2016 22:00 - 03.04.2016 23:00","206","0"
"03.04.2016 23:00 - 04.04.2016 00:00","428","0"
"04.04.2016 00:00 - 04.04.2016 01:00","458","0"
"04.04.2016 01:00 - 04.04.2016 02:00","605","0"
"04.04.2016 02:00 - 04.04.2016 03:00","692","0"
"04.04.2016 03:00 - 04.04.2016 04:00","726","0"
"04.04.2016 04:00 - 04.04.2016 05:00","675","0"
"04.04.2016 05:00 - 04.04.2016 06:00","486","0"
"04.04.2016 06:00 - 04.04.2016 07:00","0","37"
"04.04.2016 07:00 - 04.04.2016 08:00","0","247"
"04.04.2016 08:00 - 04.04.2016 09:00","0","250"
"04.04.2016 09:00 - 04.04.2016 10:00","0","177"
"04.04.2016 10:00 - 04.04.2016 11:00","0","68"
"04.04.2016 11:00 - 04.04.2016 12:00","0","52"
"04.04.2016 12:00 - 04.04.2016 13:00","45","0"
"04.04.2016 13:00 - 04.04.2016 14:00","0","4"
"04.04.2016 14:00 - 04.04.2016 15:00","0","6"
"04.04.2016 15:00 - 04.04.2016 16:00","163","0"
"04.04.2016 16:00 - 04.04.2016 17:00","77","0"
"04.04.2016 17:00 - 04.04.2016 18:00","12","0"
"04.04.2016 18:00 - 04.04.2016 19:00","7","0"
"04.04.2016 19:00 - 04.04.2016 20:00","0","31"
"04.04.2016 20:00 - 04.04.2016 21:00","0","54"
"04.04.2016 21:00 - 04.04.2016 22:00","59","0"
"04.04.2016 22:00 - 04.04.2016 23:00","167","0"
"04.04.2016 23:00 - 05.04.2016 00:00","343","0"
"05.04.2016 00:00 - 05.04.2016 01:00","466","0"
"05.04.2016 01:00 - 05.04.2016 02:00","472","0"
"05.04.2016 02:00 - 05.04.2016 03:00","459","0"
"05.04.2016 03:00 - 05.04.2016 04:00","483","0"
"05.04.2016 04:00 - 05.04.2016 05:00","385","0"
"05.04.2016 05:00 - 05.04.2016 06:00","47","0"
"05.04.2016 06:00 - 05.04.2016 07:00","0","119"
"05.04.2016 07:00 - 05.04.2016 08:00","0","197"
"05.04.2016 08:00 - 05.04.2016 09:00","0","156"
"05.04.2016 09:00 - 05.04.2016 10:00","0","139"
"05.04.2016 10:00 - 05.04.2016 11:00","0","207"
"05.04.2016 11:00 - 05.04.2016 12:00","0","217"
"05.04.2016 12:00 - 05.04.2016 13:00","0","167"
"05.04.2016 13:00 - 05.04.2016 14:00","0","201"
"05.04.2016 14:00 - 05.04.2016 15:00","0","176"
"05.04.2016 15:00 - 05.04.2016 16:00","0","190"
"05.04.2016 16:00 - 05.04.2016 17:00","0","196"
"05.04.2016 17:00 - 05.04.2016 18:00","0","262"
"05.04.2016 18:00 - 05.04.2016 19:00","0","222"
"05.04.2016 19:00 - 05.04.2016 20:00","0","253"
"05.04.2016 20:00 - 05.04.2016 21:00","0","193"
"05.04.2016 21:00 - 05.04.2016 22:00","0","106"
"05.04.2016 22:00 - 05.04.2016 23:00","73","0"
"05.04.2016 23:00 - 06.04.2016 00:00","211","0"
"06.04.2016 00:00 - 06.04.2016 01:00","427","0"
"06.04.2016 01:00 - 06.04.2016 02:00","565","0"
"06.04.2016 02:00 - 06.04.2016 03:00","631","0"
"06.04.2016 03:00 - 06.04.2016 04:00","673","0"
"06.04.2016 04:00 - 06.04.2016 05:00","661","0"
"06.04.2016 05:00 - 06.04.2016 06:00","536","0"
"06.04.2016 06:00 - 06.04.2016 07:00","204","0"
"06.04.2016 07:00 - 06.04.2016 08:00","180","0"
"06.04.2016 08:00 - 06.04.2016 09:00","113","0"
"06.04.2016 09:00 - 06.04.2016 10:00","95","0"
"06.04.2016 10:00 - 06.04.2016 11:00","70","0"
"06.04.2016 11:00 - 06.04.2016 12:00","164","0"
"06.04.2016 12:00 - 06.04.2016 13:00","210","0"
"06.04.2016 13:00 - 06.04.2016 14:00","359","0"
"06.04.2016 14:00 - 06.04.2016 15:00","353","0"
"06.04.2016 15:00 - 06.04.2016 16:00","388","0"
"06.04.2016 16:00 - 06.04.2016 17:00","363","0"
"06.04.2016 17:00 - 06.04.2016 18:00","306","0"
"06.04.2016 18:00 - 06.04.2016 19:00","231","0"
"06.04.2016 19:00 - 06.04.2016 20:00","182","0"
"06.04.2016 20:00 - 06.04.2016 21:00","156","0"
"06.04.2016 21:00 - 06.04.2016 22:00","286","0"
"06.04.2016 22:00 - 06.04.2016 23:00","546","0"
"06.04.2016 23:00 - 07.04.2016 00:00","692","0"
"07.04.2016 00:00 - 07.04.2016 01:00","834","0"
"07.04.2016 01:00 - 07.04.2016 02:00","828","0"
"07.04.2016 02:00 - 07.04.2016 03:00","826","0"
"07.04.2016 03:00 - 07.04.2016 04:00","822","0"
"07.04.2016 04:00 - 07.04.2016 05:00","872","0"
"07.04.2016 05:00 - 07.04.2016 06:00","812","0"
"07.04.2016 06:00 - 07.04.2016 07:00","648","0"
"07.04.2016 07:00 - 07.04.2016 08:00","446","0"
"07.04.2016 08:00 - 07.04.2016 09:00","343","0"
"07.04.2016 09:00 - 07.04.2016 10:00","297","0"
"07.04.2016 10:00 - 07.04.2016 11:00","378","0"
"07.04.2016 11:00 - 07.04.2016 12:00","435","0"
"07.04.2016 12:00 - 07.04.2016 13:00","429","0"
"07.04.2016 13:00 - 07.04.2016 14:00","422","0"
"07.04.2016 14:00 - 07.04.2016 15:00","479","0"
"07.04.2016 15:00 - 07.04.2016 16:00","530","0"
"07.04.2016 16:00 - 07.04.2016 17:00","468","0"
"07.04.2016 17:00 - 07.04.2016 18:00","370","0"
"07.04.2016 18:00 - 07.04.2016 19:00","258","0"
"07.04.2016 19:00 - 07.04.2016 20:00","232","0"
"07.04.2016 20:00 - 07.04.2016 21:00","194","0"
"07.04.2016 21:00 - 07.04.2016 22:00","332","0"
"07.04.2016 22:00 - 07.04.2016 23:00","542","0"
"07.04.2016 23:00 - 08.04.2016 00:00","643","0"
"08.04.2016 00:00 - 08.04.2016 01:00","796","0"
"08.04.2016 01:00 - 08.04.2016 02:00","804","0"
"08.04.2016 02:00 - 08.04.2016 03:00","771","0"
"08.04.2016 03:00 - 08.04.2016 04:00","746","0"
"08.04.2016 04:00 - 08.04.2016 05:00","700","0"
"08.04.2016 05:00 - 08.04.2016 06:00","592","0"
"08.04.2016 06:00 - 08.04.2016 07:00","435","0"
"08.04.2016 07:00 - 08.04.2016 08:00","309","0"
"08.04.2016 08:00 - 08.04.2016 09:00","146","0"
"08.04.2016 09:00 - 08.04.2016 10:00","145","0"
"08.04.2016 10:00 - 08.04.2016 11:00","176","0"
"08.04.2016 11:00 - 08.04.2016 12:00","221","0"
"08.04.2016 12:00 - 08.04.2016 13:00","168","0"
"08.04.2016 13:00 - 08.04.2016 14:00","216","0"
"08.04.2016 14:00 - 08.04.2016 15:00","248","0"
"08.04.2016 15:00 - 08.04.2016 16:00","362","0"
"08.04.2016 16:00 - 08.04.2016 17:00","322","0"
"08.04.2016 17:00 - 08.04.2016 18:00","255","0"
"08.04.2016 18:00 - 08.04.2016 19:00","187","0"
"08.04.2016 19:00 - 08.04.2016 20:00","209","0"
"08.04.2016 20:00 - 08.04.2016 21:00","256","0"
"08.04.2016 21:00 - 08.04.2016 22:00","301","0"
"08.04.2016 22:00 - 08.04.2016 23:00","474","0"
"08.04.2016 23:00 - 09.04.2016 00:00","526","0"
"09.04.2016 00:00 - 09.04.2016 01:00","506","0"
"09.04.2016 01:00 - 09.04.2016 02:00","542","0"
"09.04.2016 02:00 - 09.04.2016 03:00","554","0"
"09.04.2016 03:00 - 09.04.2016 04:00","549","0"
"09.04.2016 04:00 - 09.04.2016 05:00","563","0"
"09.04.2016 05:00 - 09.04.2016 06:00","548","0"
"09.04.2016 06:00 - 09.04.2016 07:00","514","0"
"09.04.2016 07:00 - 09.04.2016 08:00","476","0"
"09.04.2016 08:00 - 09.04.2016 09:00","321","0"
"09.04.2016 09:00 - 09.04.2016 10:00","322","0"
"09.04.2016 10:00 - 09.04.2016 11:00","378","0"
"09.04.2016 11:00 - 09.04.2016 12:00","311","0"
"09.04.2016 12:00 - 09.04.2016 13:00","309","0"
"09.04.2016 13:00 - 09.04.2016 14:00","392","0"
"09.04.2016 14:00 - 09.04.2016 15:00","508","0"
"09.04.2016 15:00 - 09.04.2016 16:00","481","0"
"09.04.2016 16:00 - 09.04.2016 17:00","424","0"
"09.04.2016 17:00 - 09.04.2016 18:00","281","0"
"09.04.2016 18:00 - 09.04.2016 19:00","245","0"
"09.04.2016 19:00 - 09.04.2016 20:00","290","0"
"09.04.2016 20:00 - 09.04.2016 21:00","262","0"
"09.04.2016 21:00 - 09.04.2016 22:00","306","0"
"09.04.2016 22:00 - 09.04.2016 23:00","405","0"
"09.04.2016 23:00 - 10.04.2016 00:00","464","0"
"10.04.2016 00:00 - 10.04.2016 01:00","476","0"
"10.04.2016 01:00 - 10.04.2016 02:00","652","0"
"10.04.2016 02:00 - 10.04.2016 03:00","716","0"
"10.04.2016 03:00 - 10.04.2016 04:00","768","0"
"10.04.2016 04:00 - 10.04.2016 05:00","794","0"
"10.04.2016 05:00 - 10.04.2016 06:00","827","0"
"10.04.2016 06:00 - 10.04.2016 07:00","825","0"
"10.04.2016 07:00 - 10.04.2016 08:00","830","0"
"10.04.2016 08:00 - 10.04.2016 09:00","771","0"
"10.04.2016 09:00 - 10.04.2016 10:00","631","0"
"10.04.2016 10:00 - 10.04.2016 11:00","662","0"
"10.04.2016 11:00 - 10.04.2016 12:00","698","0"
"10.04.2016 12:00 - 10.04.2016 13:00","751","0"
"10.04.2016 13:00 - 10.04.2016 14:00","754","0"
"10.04.2016 14:00 - 10.04.2016 15:00","761","0"
"10.04.2016 15:00 - 10.04.2016 16:00","733","0"
"10.04.2016 16:00 - 10.04.2016 17:00","680","0"
"10.04.2016 17:00 - 10.04.2016 18:00","616","0"
"10.04.2016 18:00 - 10.04.2016 19:00","515","0"
"10.04.2016 19:00 - 10.04.2016 20:00","411","0"
"10.04.2016 20:00 - 10.04.2016 21:00","421","0"
"10.04.2016 21:00 - 10.04.2016 22:00","427","0"
"10.04.2016 22:00 - 10.04.2016 23:00","539","0"
"10.04.2016 23:00 - 11.04.2016 00:00","771","0"
"11.04.2016 00:00 - 11.04.2016 01:00","724","0"
"11.04.2016 01:00 - 11.04.2016 02:00","740","0"
"11.04.2016 02:00 - 11.04.2016 03:00","745","0"
"11.04.2016 03:00 - 11.04.2016 04:00","707","0"
"11.04.2016 04:00 - 11.04.2016 05:00","665","0"
"11.04.2016 05:00 - 11.04.2016 06:00","556","0"
"11.04.2016 06:00 - 11.04.2016 07:00","193","0"
"11.04.2016 07:00 - 11.04.2016 08:00","0","7"
"11.04.2016 08:00 - 11.04.2016 09:00","22","0"
"11.04.2016 09:00 - 11.04.2016 10:00","71","0"
"11.04.2016 10:00 - 11.04.2016 11:00","64","0"
"11.04.2016 11:00 - 11.04.2016 12:00","111","0"
"11.04.2016 12:00 - 11.04.2016 13:00","150","0"
"11.04.2016 13:00 - 11.04.2016 14:00","163","0"
"11.04.2016 14:00 - 11.04.2016 15:00","207","0"
"11.04.2016 15:00 - 11.04.2016 16:00","295","0"
"11.04.2016 16:00 - 11.04.2016 17:00","194","0"
"11.04.2016 17:00 - 11.04.2016 18:00","165","0"
"11.04.2016 18:00 - 11.04.2016 19:00","194","0"
"11.04.2016 19:00 - 11.04.2016 20:00","193","0"
"11.04.2016 20:00 - 11.04.2016 21:00","200","0"
"11.04.2016 21:00 - 11.04.2016 22:00","277","0"
"11.04.2016 22:00 - 11.04.2016 23:00","354","0"
"11.04.2016 23:00 - 12.04.2016 00:00","481","0"
"12.04.2016 00:00 - 12.04.2016 01:00","669","0"
"12.04.2016 01:00 - 12.04.2016 02:00","708","0"
"12.04.2016 02:00 - 12.04.2016 03:00","690","0"
"12.04.2016 03:00 - 12.04.2016 04:00","640","0"
"12.04.2016 04:00 - 12.04.2016 05:00","612","0"
"12.04.2016 05:00 - 12.04.2016 06:00","416","0"
"12.04.2016 06:00 - 12.04.2016 07:00","256","0"
"12.04.2016 07:00 - 12.04.2016 08:00","205","0"
"12.04.2016 08:00 - 12.04.2016 09:00","221","0"
"12.04.2016 09:00 - 12.04.2016 10:00","196","0"
"12.04.2016 10:00 - 12.04.2016 11:00","196","0"
"12.04.2016 11:00 - 12.04.2016 12:00","183","0"
"12.04.2016 12:00 - 12.04.2016 13:00","249","0"
"12.04.2016 13:00 - 12.04.2016 14:00","244","0"
"12.04.2016 14:00 - 12.04.2016 15:00","252","0"
"12.04.2016 15:00 - 12.04.2016 16:00","303","0"
"12.04.2016 16:00 - 12.04.2016 17:00","261","0"
"12.04.2016 17:00 - 12.04.2016 18:00","197","0"
"12.04.2016 18:00 - 12.04.2016 19:00","208","0"
"12.04.2016 19:00 - 12.04.2016 20:00","187","0"
"12.04.2016 20:00 - 12.04.2016 21:00","157","0"
"12.04.2016 21:00 - 12.04.2016 22:00","243","0"
"12.04.2016 22:00 - 12.04.2016 23:00","321","0"
"12.04.2016 23:00 - 13.04.2016 00:00","424","0"
"13.04.2016 00:00 - 13.04.2016 01:00","447","0"
"13.04.2016 01:00 - 13.04.2016 02:00","538","0"
"13.04.2016 02:00 - 13.04.2016 03:00","553","0"
"13.04.2016 03:00 - 13.04.2016 04:00","526","0"
"13.04.2016 04:00 - 13.04.2016 05:00","419","0"
"13.04.2016 05:00 - 13.04.2016 06:00","227","0"
"13.04.2016 06:00 - 13.04.2016 07:00","86","0"
"13.04.2016 07:00 - 13.04.2016 08:00","7","0"
"13.04.2016 08:00 - 13.04.2016 09:00","0","16"
"13.04.2016 09:00 - 13.04.2016 10:00","0","43"
"13.04.2016 10:00 - 13.04.2016 11:00","0","36"
"13.04.2016 11:00 - 13.04.2016 12:00","0","47"
"13.04.2016 12:00 - 13.04.2016 13:00","45","0"
"13.04.2016 13:00 - 13.04.2016 14:00","54","0"
"13.04.2016 14:00 - 13.04.2016 15:00","63","0"
"13.04.2016 15:00 - 13.04.2016 16:00","71","0"
"13.04.2016 16:00 - 13.04.2016 17:00","58","0"
"13.04.2016 17:00 - 13.04.2016 18:00","0","16"
"13.04.2016 18:00 - 13.04.2016 19:00","0","34"
"13.04.2016 19:00 - 13.04.2016 20:00","0","14"
"13.04.2016 20:00 - 13.04.2016 21:00","30","0"
"13.04.2016 21:00 - 13.04.2016 22:00","123","0"
"13.04.2016 22:00 - 13.04.2016 23:00","172","0"
"13.04.2016 23:00 - 14.04.2016 00:00","204","0"
"14.04.2016 00:00 - 14.04.2016 01:00","397","0"
"14.04.2016 01:00 - 14.04.2016 02:00","523","0"
"14.04.2016 02:00 - 14.04.2016 03:00","570","0"
"14.04.2016 03:00 - 14.04.2016 04:00","600","0"
"14.04.2016 04:00 - 14.04.2016 05:00","586","0"
"14.04.2016 05:00 - 14.04.2016 06:00","320","0"
"14.04.2016 06:00 - 14.04.2016 07:00","121","0"
"14.04.2016 07:00 - 14.04.2016 08:00","0","31"
"14.04.2016 08:00 - 14.04.2016 09:00","44","0"
"14.04.2016 09:00 - 14.04.2016 10:00","123","0"
"14.04.2016 10:00 - 14.04.2016 11:00","118","0"
"14.04.2016 11:00 - 14.04.2016 12:00","122","0"
"14.04.2016 12:00 - 14.04.2016 13:00","173","0"
"14.04.2016 13:00 - 14.04.2016 14:00","166","0"
"14.04.2016 14:00 - 14.04.2016 15:00","263","0"
"14.04.2016 15:00 - 14.04.2016 16:00","273","0"
"14.04.2016 16:00 - 14.04.2016 17:00","240","0"
"14.04.2016 17:00 - 14.04.2016 18:00","171","0"
"14.04.2016 18:00 - 14.04.2016 19:00","106","0"
"14.04.2016 19:00 - 14.04.2016 20:00","121","0"
"14.04.2016 20:00 - 14.04.2016 21:00","133","0"
"14.04.2016 21:00 - 14.04.2016 22:00","191","0"
"14.04.2016 22:00 - 14.04.2016 23:00","214","0"
"14.04.2016 23:00 - 15.04.2016 00:00","294","0"
"15.04.2016 00:00 - 15.04.2016 01:00","577","0"
"15.04.2016 01:00 - 15.04.2016 02:00","643","0"
"15.04.2016 02:00 - 15.04.2016 03:00","699","0"
"15.04.2016 03:00 - 15.04.2016 04:00","780","0"
"15.04.2016 04:00 - 15.04.2016 05:00","795","0"
"15.04.2016 05:00 - 15.04.2016 06:00","616","0"
"15.04.2016 06:00 - 15.04.2016 07:00","429","0"
"15.04.2016 07:00 - 15.04.2016 08:00","460","0"
"15.04.2016 08:00 - 15.04.2016 09:00","391","0"
"15.04.2016 09:00 - 15.04.2016 10:00","423","0"
"15.04.2016 10:00 - 15.04.2016 11:00","473","0"
"15.04.2016 11:00 - 15.04.2016 12:00","493","0"
"15.04.2016 12:00 - 15.04.2016 13:00","499","0"
"15.04.2016 13:00 - 15.04.2016 14:00","467","0"
"15.04.2016 14:00 - 15.04.2016 15:00","462","0"
"15.04.2016 15:00 - 15.04.2016 16:00","588","0"
"15.04.2016 16:00 - 15.04.2016 17:00","573","0"
"15.04.2016 17:00 - 15.04.2016 18:00","478","0"
"15.04.2016 18:00 - 15.04.2016 19:00","399","0"
"15.04.2016 19:00 - 15.04.2016 20:00","444","0"
"15.04.2016 20:00 - 15.04.2016 21:00","439","0"
"15.04.2016 21:00 - 15.04.2016 22:00","465","0"
"15.04.2016 22:00 - 15.04.2016 23:00","435","0"
"15.04.2016 23:00 - 16.04.2016 00:00","478","0"
"16.04.2016 00:00 - 16.04.2016 01:00","611","0"
"16.04.2016 01:00 - 16.04.2016 02:00","669","0"
"16.04.2016 02:00 - 16.04.2016 03:00","688","0"
"16.04.2016 03:00 - 16.04.2016 04:00","740","0"
"16.04.2016 04:00 - 16.04.2016 05:00","747","0"
"16.04.2016 05:00 - 16.04.2016 06:00","752","0"
"16.04.2016 06:00 - 16.04.2016 07:00","694","0"
"16.04.2016 07:00 - 16.04.2016 08:00","633","0"
"16.04.2016 08:00 - 16.04.2016 09:00","591","0"
"16.04.2016 09:00 - 16.04.2016 10:00","582","0"
"16.04.2016 10:00 - 16.04.2016 11:00","594","0"
"16.04.2016 11:00 - 16.04.2016 12:00","561","0"
"16.04.2016 12:00 - 16.04.2016 13:00","581","0"
"16.04.2016 13:00 - 16.04.2016 14:00","597","0"
"16.04.2016 14:00 - 16.04.2016 15:00","578","0"
"16.04.2016 15:00 - 16.04.2016 16:00","556","0"
"16.04.2016 16:00 - 16.04.2016 17:00","591","0"
"16.04.2016 17:00 - 16.04.2016 18:00","589","0"
"16.04.2016 18:00 - 16.04.2016 19:00","561","0"
"16.04.2016 19:00 - 16.04.2016 20:00","523","0"
"16.04.2016 20:00 - 16.04.2016 21:00","543","0"
"16.04.2016 21:00 - 16.04.2016 22:00","609","0"
"16.04.2016 22:00 - 16.04.2016 23:00","620","0"
"16.04.2016 23:00 - 17.04.2016 00:00","735","0"
"17.04.2016 00:00 - 17.04.2016 01:00","926","0"
"17.04.2016 01:00 - 17.04.2016 02:00","950","0"
"17.04.2016 02:00 - 17.04.2016 03:00","978","0"
"17.04.2016 03:00 - 17.04.2016 04:00","989","0"
"17.04.2016 04:00 - 17.04.2016 05:00","990","0"
"17.04.2016 05:00 - 17.04.2016 06:00","993","0"
"17.04.2016 06:00 - 17.04.2016 07:00","961","0"
"17.04.2016 07:00 - 17.04.2016 08:00","888","0"
"17.04.2016 08:00 - 17.04.2016 09:00","826","0"
"17.04.2016 09:00 - 17.04.2016 10:00","810","0"
"17.04.2016 10:00 - 17.04.2016 11:00","803","0"
"17.04.2016 11:00 - 17.04.2016 12:00","831","0"
"17.04.2016 12:00 - 17.04.2016 13:00","851","0"
"17.04.2016 13:00 - 17.04.2016 14:00","871","0"
"17.04.2016 14:00 - 17.04.2016 15:00","870","0"
"17.04.2016 15:00 - 17.04.2016 16:00","821","0"
"17.04.2016 16:00 - 17.04.2016 17:00","801","0"
